year,month,week_number,day,full_date,quarter,day_of_week,is_weekend,date_key
2017,1,2,12,2017-01-12,1,4,0,9849
2017,1,2,13,2017-01-13,1,5,0,9853
2017,1,2,14,2017-01-14,1,6,1,9856
2017,1,3,15,2017-01-15,1,7,1,9870
2017,1,3,16,2017-01-16,1,1,0,9871
2017,1,3,17,2017-01-17,1,2,0,9889
2017,1,3,18,2017-01-18,1,3,0,9894
2017,1,3,19,2017-01-19,1,4,0,9896
2017,1,3,20,2017-01-20,1,5,0,9902
2017,1,3,21,2017-01-21,1,6,1,9910
2017,1,4,22,2017-01-22,1,7,1,9912
2017,1,4,23,2017-01-23,1,1,0,9916
2017,1,4,24,2017-01-24,1,2,0,9922
2017,1,4,25,2017-01-25,1,3,0,9925
2017,1,4,26,2017-01-26,1,4,0,9928
2017,1,4,27,2017-01-27,1,5,0,9931
2017,1,4,28,2017-01-28,1,6,1,9943
2017,1,5,29,2017-01-29,1,7,1,9963
2017,1,5,30,2017-01-30,1,1,0,9967
2017,1,5,31,2017-01-31,1,2,0,9975
2017,2,5,1,2017-02-01,1,3,0,9979
2017,2,5,2,2017-02-02,1,4,0,9984
2017,2,5,3,2017-02-03,1,5,0,9991
2017,2,5,4,2017-02-04,1,6,1,9998
2017,2,6,5,2017-02-05,1,7,1,10013
2017,2,6,6,2017-02-06,1,1,0,10017
2017,2,6,7,2017-02-07,1,2,0,10028
2017,2,6,8,2017-02-08,1,3,0,10033
2017,2,6,9,2017-02-09,1,4,0,10039
2017,2,6,10,2017-02-10,1,5,0,10042
2017,2,6,11,2017-02-11,1,6,1,10085
2017,2,7,12,2017-02-12,1,7,1,10102
2017,2,7,13,2017-02-13,1,1,0,10110
2017,2,7,14,2017-02-14,1,2,0,10123
2017,2,7,15,2017-02-15,1,3,0,10134
2017,2,7,16,2017-02-16,1,4,0,10138
2017,2,7,17,2017-02-17,1,5,0,10150
2017,2,7,18,2017-02-18,1,6,1,10170
2017,2,8,19,2017-02-19,1,7,1,10196
2017,2,8,20,2017-02-20,1,1,0,10213
2017,2,8,21,2017-02-21,1,2,0,10222
2017,2,8,22,2017-02-22,1,3,0,10229
2017,2,8,23,2017-02-23,1,4,0,10251
2017,2,8,24,2017-02-24,1,5,0,10270
2017,2,8,25,2017-02-25,1,6,1,10292
2017,2,9,26,2017-02-26,1,7,1,10325
2017,2,9,27,2017-02-27,1,1,0,10331
2017,2,9,28,2017-02-28,1,2,0,10335
2017,3,9,1,2017-03-01,1,3,0,10362
2017,3,9,2,2017-03-02,1,4,0,10387
2017,3,9,3,2017-03-03,1,5,0,10389
2017,3,9,4,2017-03-04,1,6,1,10395
2017,3,10,5,2017-03-05,1,7,1,10402
2017,3,10,6,2017-03-06,1,1,0,10432
2017,3,10,7,2017-03-07,1,2,0,10437
2017,3,10,8,2017-03-08,1,3,0,10442
2017,3,10,9,2017-03-09,1,4,0,10446
2017,3,10,10,2017-03-10,1,5,0,10494
2017,3,10,11,2017-03-11,1,6,1,10501
2017,3,11,12,2017-03-12,1,7,1,10527
2017,3,11,13,2017-03-13,1,1,0,10535
2017,3,11,14,2017-03-14,1,2,0,10544
2017,3,11,15,2017-03-15,1,3,0,10578
2017,3,11,16,2017-03-16,1,4,0,10587
2017,3,11,17,2017-03-17,1,5,0,10591
2017,3,11,18,2017-03-18,1,6,1,10597
2017,3,12,19,2017-03-19,1,7,1,10610
2017,3,12,20,2017-03-20,1,1,0,10616
2017,3,12,22,2017-03-22,1,3,0,10617
2017,3,12,23,2017-03-23,1,4,0,10620
2017,3,12,24,2017-03-24,1,5,0,10622
2017,3,12,25,2017-03-25,1,6,1,10647
2017,3,13,26,2017-03-26,1,7,1,10656
2017,3,13,27,2017-03-27,1,1,0,10664
2017,3,13,28,2017-03-28,1,2,0,10714
2017,3,13,29,2017-03-29,1,3,0,10724
2017,3,13,30,2017-03-30,1,4,0,10732
2017,3,13,31,2017-03-31,1,5,0,10741
2017,4,13,1,2017-04-01,2,6,1,10753
2017,4,14,2,2017-04-02,2,7,1,10761
2017,4,14,3,2017-04-03,2,1,0,10768
2017,4,14,4,2017-04-04,2,2,0,10794
2017,4,14,5,2017-04-05,2,3,0,10799
2017,4,14,6,2017-04-06,2,4,0,10813
2017,4,14,7,2017-04-07,2,5,0,10826
2017,4,14,8,2017-04-08,2,6,1,10835
2017,4,15,9,2017-04-09,2,7,1,10869
2017,4,15,10,2017-04-10,2,1,0,10912
2017,4,15,11,2017-04-11,2,2,0,10928
2017,4,15,12,2017-04-12,2,3,0,10940
2017,4,15,13,2017-04-13,2,4,0,10952
2017,4,15,14,2017-04-14,2,5,0,10990
2017,4,15,15,2017-04-15,2,6,1,11028
2017,4,16,16,2017-04-16,2,7,1,11046
2017,4,16,17,2017-04-17,2,1,0,11073
2017,4,16,18,2017-04-18,2,2,0,11092
2017,4,16,19,2017-04-19,2,3,0,11103
2017,4,16,20,2017-04-20,2,4,0,11108
2017,4,16,21,2017-04-21,2,5,0,11116
2017,4,16,22,2017-04-22,2,6,1,11127
2017,4,17,23,2017-04-23,2,7,1,11152
2017,4,17,24,2017-04-24,2,1,0,11161
2017,4,17,25,2017-04-25,2,2,0,11164
2017,4,17,26,2017-04-26,2,3,0,11176
2017,4,17,27,2017-04-27,2,4,0,11179
2017,4,17,28,2017-04-28,2,5,0,11191
2017,4,17,29,2017-04-29,2,6,1,11205
2017,4,18,30,2017-04-30,2,7,1,11258
2017,5,18,1,2017-05-01,2,1,0,11289
2017,5,18,2,2017-05-02,2,2,0,11302
2017,5,18,3,2017-05-03,2,3,0,11313
2017,5,18,4,2017-05-04,2,4,0,11344
2017,5,18,5,2017-05-05,2,5,0,11382
2017,5,18,6,2017-05-06,2,6,1,11412
2017,5,19,7,2017-05-07,2,7,1,11423
2017,5,19,8,2017-05-08,2,1,0,11433
2017,5,19,9,2017-05-09,2,2,0,11446
2017,5,19,10,2017-05-10,2,3,0,11473
2017,5,19,11,2017-05-11,2,4,0,11489
2017,5,19,12,2017-05-12,2,5,0,11502
2017,5,19,13,2017-05-13,2,6,1,11510
2017,5,20,14,2017-05-14,2,7,1,11529
2017,5,20,15,2017-05-15,2,1,0,11543
2017,5,20,16,2017-05-16,2,2,0,11552
2017,5,20,17,2017-05-17,2,3,0,11557
2017,5,20,18,2017-05-18,2,4,0,11571
2017,5,20,19,2017-05-19,2,5,0,11583
2017,5,20,20,2017-05-20,2,6,1,11594
2017,5,21,21,2017-05-21,2,7,1,11609
2017,5,21,22,2017-05-22,2,1,0,11626
2017,5,21,23,2017-05-23,2,2,0,11636
2017,5,21,24,2017-05-24,2,3,0,11647
2017,5,21,25,2017-05-25,2,4,0,11656
2017,5,21,26,2017-05-26,2,5,0,11699
2017,5,21,27,2017-05-27,2,6,1,11716
2017,5,22,28,2017-05-28,2,7,1,11739
2017,5,22,29,2017-05-29,2,1,0,11770
2017,5,22,30,2017-05-30,2,2,0,11777
2017,5,22,31,2017-05-31,2,3,0,11800
2017,6,22,1,2017-06-01,2,4,0,11832
2017,6,22,2,2017-06-02,2,5,0,11854
2017,6,22,3,2017-06-03,2,6,1,11891
2017,6,23,4,2017-06-04,2,7,1,11940
2017,6,23,5,2017-06-05,2,1,0,11952
2017,6,23,6,2017-06-06,2,2,0,11971
2017,6,23,7,2017-06-07,2,3,0,11981
2017,6,23,8,2017-06-08,2,4,0,11992
2017,6,23,9,2017-06-09,2,5,0,12020
2017,6,23,10,2017-06-10,2,6,1,12039
2017,6,24,11,2017-06-11,2,7,1,12056
2017,6,24,12,2017-06-12,2,1,0,12079
2017,6,24,13,2017-06-13,2,2,0,12096
2017,6,24,14,2017-06-14,2,3,0,12108
2017,6,24,15,2017-06-15,2,4,0,12129
2017,6,24,16,2017-06-16,2,5,0,12156
2017,6,24,17,2017-06-17,2,6,1,12185
2017,6,25,18,2017-06-18,2,7,1,12206
2017,6,25,19,2017-06-19,2,1,0,12234
2017,6,25,20,2017-06-20,2,2,0,12252
2017,6,25,21,2017-06-21,2,3,0,12264
2017,6,25,22,2017-06-22,2,4,0,12276
2017,6,25,23,2017-06-23,2,5,0,12297
2017,6,25,24,2017-06-24,2,6,1,12308
2017,6,26,25,2017-06-25,2,7,1,12337
2017,6,26,26,2017-06-26,2,1,0,12371
2017,6,26,27,2017-06-27,2,2,0,12400
2017,6,26,28,2017-06-28,2,3,0,12412
2017,6,26,29,2017-06-29,2,4,0,12424
2017,6,26,30,2017-06-30,2,5,0,12437
2017,7,26,1,2017-07-01,3,6,1,12460
2017,7,27,2,2017-07-02,3,7,1,12498
2017,7,27,3,2017-07-03,3,1,0,12521
2017,7,27,4,2017-07-04,3,2,0,12551
2017,7,27,5,2017-07-05,3,3,0,12570
2017,7,27,6,2017-07-06,3,4,0,12585
2017,7,27,7,2017-07-07,3,5,0,12599
2017,7,27,8,2017-07-08,3,6,1,12613
2017,7,28,9,2017-07-09,3,7,1,12629
2017,7,28,10,2017-07-10,3,1,0,12643
2017,7,28,11,2017-07-11,3,2,0,12664
2017,7,28,12,2017-07-12,3,3,0,12686
2017,7,28,13,2017-07-13,3,4,0,12705
2017,7,28,14,2017-07-14,3,5,0,12718
2017,7,28,15,2017-07-15,3,6,1,12737
2017,7,29,16,2017-07-16,3,7,1,12765
2017,7,29,17,2017-07-17,3,1,0,12786
2017,7,29,18,2017-07-18,3,2,0,12819
2017,7,29,19,2017-07-19,3,3,0,12835
2017,7,29,20,2017-07-20,3,4,0,12846
2017,7,29,21,2017-07-21,3,5,0,12861
2017,7,29,22,2017-07-22,3,6,1,12876
2017,7,30,23,2017-07-23,3,7,1,12914
2017,7,30,24,2017-07-24,3,1,0,12931
2017,7,30,25,2017-07-25,3,2,0,12960
2017,7,30,26,2017-07-26,3,3,0,12974
2017,7,30,27,2017-07-27,3,4,0,12997
2017,7,30,28,2017-07-28,3,5,0,13014
2017,7,30,29,2017-07-29,3,6,1,13038
2017,7,31,30,2017-07-30,3,7,1,13071
2017,7,31,31,2017-07-31,3,1,0,13087
2017,8,31,1,2017-08-01,3,2,0,13116
2017,8,31,2,2017-08-02,3,3,0,13144
2017,8,31,3,2017-08-03,3,4,0,13159
2017,8,31,4,2017-08-04,3,5,0,13183
2017,8,31,5,2017-08-05,3,6,1,13212
2017,8,32,6,2017-08-06,3,7,1,13242
2017,8,32,7,2017-08-07,3,1,0,13273
2017,8,32,8,2017-08-08,3,2,0,13309
2017,8,32,9,2017-08-09,3,3,0,13319
2017,8,32,10,2017-08-10,3,4,0,13327
2017,8,32,11,2017-08-11,3,5,0,13342
2017,8,32,12,2017-08-12,3,6,1,13362
2017,8,33,13,2017-08-13,3,7,1,13382
2017,8,33,14,2017-08-14,3,1,0,13403
2017,8,33,15,2017-08-15,3,2,0,13433
2017,8,33,16,2017-08-16,3,3,0,13453
2017,8,33,17,2017-08-17,3,4,0,13469
2017,8,33,18,2017-08-18,3,5,0,13514
2017,8,33,19,2017-08-19,3,6,1,13537
2017,8,34,20,2017-08-20,3,7,1,13563
2017,8,34,21,2017-08-21,3,1,0,13585
2017,8,34,22,2017-08-22,3,2,0,13611
2017,8,34,23,2017-08-23,3,3,0,13618
2017,8,34,24,2017-08-24,3,4,0,13630
2017,8,34,25,2017-08-25,3,5,0,13657
2017,8,34,26,2017-08-26,3,6,1,13674
2017,8,35,27,2017-08-27,3,7,1,13705
2017,8,35,28,2017-08-28,3,1,0,13726
2017,8,35,29,2017-08-29,3,2,0,13763
2017,8,35,30,2017-08-30,3,3,0,13777
2017,8,35,31,2017-08-31,3,4,0,13790
2016,1,4,20,2016-01-20,1,3,0,13824
2015,12,50,9,2015-12-09,4,3,0,14091
2017,3,12,21,2017-03-21,1,2,0,14124
2016,1,3,11,2016-01-11,1,1,0,14180
2015,12,51,16,2015-12-16,4,3,0,14207
2015,11,48,22,2015-11-22,4,7,1,18513
2016,1,5,24,2016-01-24,1,7,1,20337
2016,3,11,6,2016-03-06,1,7,1,21684
2016,11,47,13,2016-11-13,4,7,1,30094
